"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"10088";59;"management";"married";"tertiary";"no";1574;"no";"no";11;181;1;-1;0;"unknown";"no"
"37374";31;"blue-collar";"married";"secondary";"no";295;"yes";"yes";13;193;3;344;1;"other";"no"
"22786";53;"services";"married";"secondary";"no";1461;"no";"no";25;262;6;-1;0;"unknown";"no"
"8370";55;"services";"married";"secondary";"no";1695;"yes";"no";3;69;2;-1;0;"unknown";"no"
"11420";45;"admin.";"married";"secondary";"no";825;"no";"no";19;140;1;-1;0;"unknown";"no"
"28414";59;"management";"single";"secondary";"no";671;"yes";"yes";29;219;2;259;5;"failure";"no"
"34708";47;"technician";"married";"primary";"no";434;"yes";"yes";5;278;1;-1;0;"unknown";"no"
"29319";55;"unemployed";"married";"secondary";"no";1339;"no";"no";2;299;2;-1;0;"unknown";"no"
"38980";33;"services";"single";"secondary";"no";1659;"yes";"no";18;133;2;353;6;"failure";"no"
"21708";31;"technician";"married";"secondary";"no";1072;"no";"no";19;141;3;-1;0;"unknown";"no"
"30127";48;"admin.";"single";"secondary";"no";955;"yes";"no";4;108;2;265;3;"other";"no"
"39376";24;"management";"single";"tertiary";"no";3197;"no";"no";22;172;1;-1;0;"unknown";"no"
"3811";37;"blue-collar";"single";"primary";"no";117;"yes";"no";16;196;3;-1;0;"unknown";"no"
"12282";53;"blue-collar";"married";"secondary";"no";21522;"no";"no";24;146;4;-1;0;"unknown";"no"
"40329";21;"management";"single";"tertiary";"no";243;"no";"yes";17;181;2;-1;0;"unknown";"no"
"23880";48;"technician";"single";"secondary";"no";105;"no";"no";29;520;2;-1;0;"unknown";"no"
"9018";53;"management";"married";"tertiary";"no";1619;"no";"no";5;89;1;-1;0;"unknown";"no"
"6891";43;"management";"married";"secondary";"no";373;"yes";"no";28;54;1;-1;0;"unknown";"no"
"30396";44;"entrepreneur";"married";"secondary";"no";320;"yes";"yes";5;269;3;234;2;"other";"no"
"19352";48;"blue-collar";"married";"primary";"no";783;"no";"yes";6;90;2;-1;0;"unknown";"no"
"5286";31;"technician";"married";"secondary";"no";4941;"yes";"no";23;504;1;-1;0;"unknown";"no"
"8940";52;"admin.";"single";"secondary";"no";1049;"no";"yes";4;80;6;-1;0;"unknown";"no"
"21652";44;"technician";"married";"secondary";"no";1127;"yes";"no";19;82;8;-1;0;"unknown";"no"
"31455";60;"admin.";"married";"secondary";"no";7336;"no";"no";31;494;1;-1;0;"unknown";"no"
"28356";49;"services";"single";"secondary";"no";178;"yes";"yes";29;197;1;-1;0;"unknown";"no"
"43141";33;"services";"single";"secondary";"no";1852;"no";"no";25;371;1;204;3;"other";"no"
"36119";42;"services";"married";"secondary";"no";174;"yes";"no";11;67;1;-1;0;"unknown";"no"
"9359";54;"management";"married";"tertiary";"no";884;"yes";"no";6;91;1;-1;0;"unknown";"no"
"5122";38;"admin.";"married";"secondary";"no";3732;"yes";"no";21;379;2;-1;0;"unknown";"no"
"5962";28;"blue-collar";"married";"secondary";"no";339;"yes";"no";26;100;2;-1;0;"unknown";"no"
"23936";52;"technician";"married";"tertiary";"no";214;"no";"no";29;161;3;-1;0;"unknown";"no"
"8095";30;"technician";"single";"secondary";"no";518;"yes";"no";2;21;1;-1;0;"unknown";"no"
"40542";48;"services";"married";"secondary";"no";127;"no";"no";8;117;1;-1;0;"unknown";"no"
"41671";61;"management";"married";"tertiary";"no";1224;"no";"no";1;99;1;-1;0;"unknown";"no"
"29075";36;"management";"married";"tertiary";"no";763;"no";"no";2;50;1;-1;0;"unknown";"no"
"32646";40;"blue-collar";"single";"primary";"no";190;"yes";"yes";17;139;1;346;2;"failure";"no"
"13040";44;"management";"single";"tertiary";"no";193;"no";"yes";8;104;2;-1;0;"unknown";"no"
"36038";44;"admin.";"single";"secondary";"no";738;"yes";"no";11;55;1;171;8;"failure";"no"
"20985";43;"management";"single";"tertiary";"no";1819;"no";"yes";14;41;2;-1;0;"unknown";"no"
"5051";33;"blue-collar";"married";"primary";"no";754;"yes";"no";21;811;2;-1;0;"unknown";"no"
"16442";27;"self-employed";"married";"tertiary";"no";607;"yes";"no";23;123;3;-1;0;"unknown";"no"
"26647";31;"admin.";"married";"secondary";"no";782;"yes";"no";20;427;1;-1;0;"unknown";"no"
"33027";26;"admin.";"single";"secondary";"no";1375;"yes";"no";17;238;2;-1;0;"unknown";"no"
"20555";38;"technician";"single";"secondary";"no";382;"yes";"no";12;180;2;-1;0;"unknown";"no"
"31614";46;"admin.";"single";"secondary";"no";1070;"yes";"no";6;194;2;-1;0;"unknown";"no"
"25030";40;"services";"single";"secondary";"no";326;"yes";"no";18;124;1;175;1;"failure";"no"
"13752";46;"technician";"married";"secondary";"no";218;"no";"no";10;41;1;-1;0;"unknown";"no"
"26457";30;"technician";"single";"secondary";"no";4888;"yes";"no";20;274;2;-1;0;"unknown";"no"
"4008";32;"blue-collar";"married";"primary";"no";217;"yes";"no";16;169;3;-1;0;"unknown";"no"
"42848";34;"admin.";"single";"secondary";"no";661;"yes";"no";3;122;1;96;9;"other";"no"
"36333";34;"blue-collar";"married";"primary";"no";333;"yes";"yes";11;63;1;-1;0;"unknown";"no"
"16970";53;"housemaid";"married";"secondary";"no";559;"yes";"no";25;182;1;-1;0;"unknown";"no"
"26887";40;"unemployed";"married";"secondary";"no";3430;"yes";"no";20;1855;3;-1;0;"unknown";"no"
"32782";44;"management";"single";"tertiary";"no";1277;"yes";"no";17;77;1;268;4;"other";"no"
"24198";46;"admin.";"married";"secondary";"no";1252;"yes";"yes";17;59;1;-1;0;"unknown";"no"
"30763";35;"blue-collar";"single";"secondary";"no";2158;"yes";"no";6;288;2;-1;0;"unknown";"no"
"33892";48;"admin.";"married";"secondary";"no";344;"no";"no";30;364;1;86;2;"other";"no"
"31213";45;"admin.";"married";"secondary";"no";129;"yes";"no";2;145;1;-1;0;"unknown";"no"
"26890";35;"management";"married";"tertiary";"no";656;"yes";"yes";21;83;4;-1;0;"unknown";"no"
"27649";45;"technician";"married";"secondary";"no";1971;"yes";"no";21;182;3;-1;0;"unknown";"no"
"28386";39;"services";"married";"secondary";"no";1099;"no";"no";29;211;2;245;6;"failure";"no"
"26785";33;"blue-collar";"married";"primary";"no";925;"no";"no";20;884;3;-1;0;"unknown";"no"
"31166";43;"admin.";"married";"secondary";"no";477;"yes";"no";27;476;2;-1;0;"unknown";"no"
"23662";48;"blue-collar";"married";"primary";"no";323;"no";"no";28;158;10;-1;0;"unknown";"no"
"32928";35;"blue-collar";"married";"secondary";"no";603;"yes";"no";17;474;2;-1;0;"unknown";"no"
"34286";59;"management";"married";"tertiary";"no";3421;"no";"no";4;121;5;-1;0;"unknown";"no"
"37017";40;"management";"single";"tertiary";"no";406;"yes";"no";13;130;1;371;1;"failure";"no"
"40016";46;"housemaid";"married";"tertiary";"no";184;"no";"no";3;167;1;-1;0;"unknown";"no"
"32812";40;"blue-collar";"married";"secondary";"no";668;"yes";"no";17;156;2;318;1;"other";"no"
"25263";37;"technician";"married";"secondary";"no";712;"yes";"no";18;291;2;-1;0;"unknown";"no"
"26539";34;"admin.";"single";"secondary";"no";2677;"yes";"no";20;259;1;-1;0;"unknown";"no"
"6541";33;"management";"married";"tertiary";"no";1657;"yes";"no";27;342;4;-1;0;"unknown";"no"
"34693";53;"services";"married";"primary";"no";2618;"yes";"no";5;185;2;165;2;"failure";"no"
"25860";41;"services";"married";"secondary";"no";115;"yes";"yes";19;299;2;-1;0;"unknown";"no"
"4407";36;"management";"married";"tertiary";"no";806;"yes";"no";20;280;1;-1;0;"unknown";"no"
"3316";56;"retired";"married";"secondary";"no";344;"yes";"no";15;221;1;-1;0;"unknown";"no"
"34248";44;"blue-collar";"married";"secondary";"no";4236;"yes";"no";4;378;3;-1;0;"unknown";"no"
"38200";34;"management";"single";"tertiary";"no";11350;"yes";"no";15;153;1;176;1;"failure";"no"
"24717";42;"technician";"married";"secondary";"no";525;"no";"no";17;172;3;-1;0;"unknown";"no"
"26660";38;"blue-collar";"married";"secondary";"no";789;"yes";"no";20;120;4;196;1;"other";"no"
"38070";46;"blue-collar";"married";"primary";"no";1291;"yes";"no";14;142;3;259;17;"failure";"no"
"44998";33;"self-employed";"single";"tertiary";"no";658;"yes";"no";12;146;2;183;3;"failure";"no"
"9885";35;"admin.";"married";"secondary";"no";1035;"yes";"yes";9;274;2;-1;0;"unknown";"no"
"24828";49;"management";"married";"tertiary";"no";470;"no";"no";18;79;1;-1;0;"unknown";"no"
"11764";38;"unemployed";"married";"secondary";"no";1604;"no";"no";20;1276;1;-1;0;"unknown";"no"
"30164";50;"admin.";"married";"secondary";"no";761;"no";"yes";5;273;3;-1;0;"unknown";"no"
"44484";75;"retired";"married";"primary";"no";3504;"no";"no";9;195;1;-1;0;"unknown";"no"
"21302";31;"management";"married";"tertiary";"no";927;"no";"no";18;100;4;-1;0;"unknown";"no"
"2890";25;"technician";"single";"tertiary";"no";777;"yes";"no";14;351;1;-1;0;"unknown";"no"
"26458";30;"technician";"single";"tertiary";"no";3086;"yes";"no";20;150;1;-1;0;"unknown";"no"
"32860";25;"technician";"single";"secondary";"no";1105;"yes";"no";17;608;1;-1;0;"unknown";"no"
"23999";49;"technician";"single";"secondary";"no";114;"no";"no";29;12;6;-1;0;"unknown";"no"
"30265";71;"retired";"married";"tertiary";"no";2651;"no";"no";5;531;2;-1;0;"unknown";"no"
"10104";38;"housemaid";"married";"secondary";"no";634;"no";"no";11;105;4;-1;0;"unknown";"no"
"8945";26;"blue-collar";"married";"secondary";"no";127;"yes";"yes";4;165;2;-1;0;"unknown";"no"
"2787";34;"technician";"single";"secondary";"no";302;"yes";"no";14;282;1;-1;0;"unknown";"no"
"43953";53;"entrepreneur";"married";"tertiary";"no";1961;"no";"no";18;91;2;185;1;"success";"no"
"37139";33;"blue-collar";"married";"secondary";"no";308;"yes";"no";13;147;2;-1;0;"unknown";"no"
"6699";22;"blue-collar";"married";"secondary";"no";391;"yes";"yes";28;72;18;-1;0;"unknown";"no"
"22590";54;"management";"single";"secondary";"no";2762;"no";"no";22;309;7;-1;0;"unknown";"no"
"12740";37;"self-employed";"married";"secondary";"no";1523;"no";"yes";7;316;2;-1;0;"unknown";"no"
"21431";35;"technician";"married";"secondary";"no";548;"no";"no";18;457;11;-1;0;"unknown";"no"
"20363";36;"technician";"single";"secondary";"no";487;"no";"yes";11;268;3;-1;0;"unknown";"no"
"35226";50;"entrepreneur";"married";"secondary";"no";806;"yes";"yes";7;141;8;297;2;"other";"no"
"4853";33;"services";"single";"secondary";"no";189;"no";"no";21;27;10;-1;0;"unknown";"no"
"18716";61;"retired";"single";"secondary";"no";410;"no";"yes";31;470;4;-1;0;"unknown";"no"
"3582";43;"management";"married";"tertiary";"no";2767;"yes";"no";15;317;7;-1;0;"unknown";"no"
"43166";28;"student";"single";"secondary";"no";1925;"no";"no";26;139;1;93;3;"success";"no"
"12817";34;"technician";"single";"secondary";"no";232;"no";"no";7;130;1;-1;0;"unknown";"no"
"24150";38;"management";"single";"tertiary";"no";6490;"no";"no";10;125;1;-1;0;"unknown";"no"
"5938";39;"management";"married";"tertiary";"no";21111;"yes";"no";26;695;4;-1;0;"unknown";"no"
"22183";52;"technician";"single";"secondary";"no";225;"no";"no";21;58;2;-1;0;"unknown";"no"
"4175";31;"admin.";"single";"secondary";"no";6042;"yes";"no";19;228;1;-1;0;"unknown";"no"
"32383";31;"management";"single";"tertiary";"no";319;"yes";"no";16;302;2;248;2;"failure";"no"
"9265";41;"management";"married";"tertiary";"no";1304;"yes";"no";5;93;3;-1;0;"unknown";"no"
"2448";52;"blue-collar";"married";"secondary";"no";148;"yes";"no";13;83;1;-1;0;"unknown";"no"
"26537";32;"blue-collar";"married";"primary";"no";12705;"yes";"no";20;211;1;-1;0;"unknown";"no"
"43639";54;"housemaid";"married";"secondary";"no";1182;"yes";"no";6;118;2;241;2;"failure";"no"
"40554";45;"unemployed";"single";"primary";"no";8725;"no";"no";8;286;2;-1;0;"unknown";"no"
"26747";31;"self-employed";"single";"secondary";"no";148;"yes";"yes";20;1145;4;-1;0;"unknown";"no"
"3092";27;"blue-collar";"single";"secondary";"no";1150;"yes";"no";14;282;1;-1;0;"unknown";"no"
"5342";34;"housemaid";"single";"secondary";"no";1408;"yes";"no";23;245;1;-1;0;"unknown";"no"
"16781";41;"management";"married";"secondary";"no";3096;"yes";"no";24;273;6;-1;0;"unknown";"no"
"20490";30;"technician";"single";"tertiary";"no";8138;"yes";"no";12;227;2;-1;0;"unknown";"no"
"33375";43;"blue-collar";"married";"secondary";"no";314;"yes";"yes";20;247;3;339;2;"failure";"no"
"21143";34;"management";"married";"tertiary";"no";3031;"no";"no";14;94;6;-1;0;"unknown";"no"
"26593";43;"self-employed";"married";"secondary";"no";5704;"yes";"no";20;154;3;106;2;"failure";"no"
"26036";39;"management";"single";"tertiary";"no";633;"no";"no";19;105;2;133;3;"failure";"no"
"1894";55;"technician";"married";"secondary";"no";2313;"yes";"no";9;551;2;-1;0;"unknown";"no"
"40044";29;"management";"single";"tertiary";"no";1739;"yes";"no";3;114;1;-1;0;"unknown";"no"
"44988";42;"management";"married";"tertiary";"no";298;"no";"no";11;137;3;95;10;"failure";"no"
"42208";32;"management";"single";"tertiary";"no";2134;"no";"no";10;98;2;-1;0;"unknown";"no"
"4934";33;"blue-collar";"married";"secondary";"no";932;"yes";"no";21;226;1;-1;0;"unknown";"no"
"5157";26;"management";"single";"tertiary";"no";1284;"yes";"no";21;97;8;-1;0;"unknown";"no"
"15271";29;"technician";"married";"tertiary";"no";1535;"yes";"no";17;134;2;-1;0;"unknown";"no"
"694";39;"services";"married";"secondary";"no";1205;"yes";"no";6;118;2;-1;0;"unknown";"no"
"6662";23;"blue-collar";"single";"secondary";"no";214;"yes";"no";28;44;1;-1;0;"unknown";"no"
"31471";40;"blue-collar";"married";"primary";"no";442;"yes";"no";1;212;1;-1;0;"unknown";"no"
"426";43;"management";"married";"secondary";"no";375;"yes";"no";6;196;2;-1;0;"unknown";"no"
"30620";44;"technician";"single";"secondary";"no";196;"yes";"no";6;386;3;-1;0;"unknown";"no"
"22488";47;"management";"married";"tertiary";"no";5049;"no";"no";22;47;7;-1;0;"unknown";"no"
"19606";50;"housemaid";"married";"primary";"no";152;"no";"no";7;107;4;-1;0;"unknown";"no"
"22136";36;"technician";"married";"secondary";"no";1130;"no";"no";21;223;8;-1;0;"unknown";"no"
"26995";35;"technician";"single";"tertiary";"no";3552;"no";"no";21;267;1;-1;0;"unknown";"no"
"41248";70;"retired";"married";"primary";"no";2346;"no";"no";24;190;3;194;2;"success";"no"
"12245";60;"self-employed";"married";"secondary";"no";17339;"no";"no";20;50;11;-1;0;"unknown";"no"
"29666";59;"admin.";"married";"secondary";"no";1089;"no";"no";3;264;2;-1;0;"unknown";"no"
"10706";44;"management";"married";"tertiary";"no";647;"no";"no";16;226;2;-1;0;"unknown";"no"
"37574";43;"blue-collar";"married";"secondary";"no";1437;"yes";"no";14;94;1;-1;0;"unknown";"no"
"5214";30;"services";"single";"secondary";"no";399;"yes";"yes";23;158;3;-1;0;"unknown";"no"
"21529";57;"technician";"married";"secondary";"no";295;"no";"no";19;151;11;-1;0;"unknown";"no"
"34174";26;"self-employed";"single";"tertiary";"no";553;"no";"no";30;347;3;-1;0;"unknown";"no"
"14452";50;"management";"married";"tertiary";"no";305;"yes";"no";14;111;3;-1;0;"unknown";"no"
"9674";58;"unknown";"single";"secondary";"no";311;"no";"no";6;248;2;-1;0;"unknown";"no"
"29942";32;"entrepreneur";"married";"tertiary";"no";1496;"no";"no";4;267;1;-1;0;"unknown";"no"
"27876";46;"management";"single";"tertiary";"no";194;"no";"no";28;97;1;-1;0;"unknown";"no"
"32844";42;"blue-collar";"married";"secondary";"no";250;"yes";"no";17;42;3;-1;0;"unknown";"no"
"31691";31;"management";"married";"secondary";"no";625;"yes";"no";7;424;1;138;1;"failure";"no"
"16913";25;"services";"single";"secondary";"no";368;"no";"no";25;168;1;-1;0;"unknown";"no"
"38276";31;"technician";"single";"tertiary";"no";4561;"yes";"no";15;301;1;274;2;"failure";"no"
"4071";38;"services";"married";"secondary";"no";497;"yes";"yes";19;88;5;-1;0;"unknown";"no"
"13249";50;"blue-collar";"married";"secondary";"no";1293;"no";"yes";8;82;1;-1;0;"unknown";"no"
"38738";38;"blue-collar";"married";"primary";"no";1428;"yes";"no";18;33;5;-1;0;"unknown";"no"
"197";38;"services";"married";"secondary";"no";155;"yes";"no";5;248;1;-1;0;"unknown";"no"
"10082";38;"blue-collar";"single";"secondary";"no";2998;"yes";"no";11;91;1;-1;0;"unknown";"no"
"16707";48;"blue-collar";"single";"secondary";"no";271;"yes";"yes";24;23;1;-1;0;"unknown";"no"
"3446";51;"blue-collar";"married";"secondary";"no";1779;"yes";"no";15;99;2;-1;0;"unknown";"no"
"29419";26;"services";"single";"tertiary";"no";2803;"no";"no";3;11;7;-1;0;"unknown";"no"
"6911";29;"admin.";"married";"secondary";"no";5605;"yes";"no";28;117;2;-1;0;"unknown";"no"
"30029";31;"technician";"single";"secondary";"no";622;"no";"no";4;15;5;-1;0;"unknown";"no"
"26320";56;"management";"married";"primary";"no";772;"yes";"no";20;291;1;-1;0;"unknown";"no"
"33422";30;"entrepreneur";"single";"tertiary";"no";216;"yes";"no";20;182;3;-1;0;"unknown";"no"
"12123";38;"admin.";"married";"secondary";"no";3190;"yes";"no";20;20;2;-1;0;"unknown";"no"
"24221";57;"management";"married";"secondary";"no";7162;"no";"no";17;83;1;-1;0;"unknown";"no"
"7500";44;"services";"single";"secondary";"no";496;"yes";"yes";29;54;15;-1;0;"unknown";"no"
"32994";29;"blue-collar";"married";"secondary";"no";577;"yes";"no";17;501;3;331;10;"other";"no"
"4736";31;"blue-collar";"married";"secondary";"no";897;"yes";"no";20;26;2;-1;0;"unknown";"no"
"29110";27;"student";"single";"secondary";"no";1411;"no";"no";2;92;1;-1;0;"unknown";"no"
"29436";53;"technician";"married";"secondary";"no";5797;"yes";"no";3;267;4;-1;0;"unknown";"no"
"28589";37;"management";"married";"tertiary";"no";410;"no";"no";29;337;2;-1;0;"unknown";"no"
"38428";36;"admin.";"married";"secondary";"no";1479;"no";"no";15;65;2;-1;0;"unknown";"no"
"14769";38;"management";"married";"tertiary";"no";500;"yes";"yes";16;81;7;-1;0;"unknown";"no"
"2299";44;"management";"single";"tertiary";"no";295;"yes";"no";12;103;8;-1;0;"unknown";"no"
"29313";42;"management";"married";"tertiary";"no";477;"yes";"no";2;413;2;242;3;"failure";"no"
"33343";39;"blue-collar";"married";"secondary";"no";1165;"yes";"no";20;354;1;-1;0;"unknown";"no"
"38058";43;"management";"married";"tertiary";"no";536;"yes";"no";14;167;4;-1;0;"unknown";"no"
"30057";33;"admin.";"single";"secondary";"no";304;"no";"yes";4;160;2;212;2;"other";"no"
"42654";35;"services";"single";"secondary";"no";3816;"no";"no";13;331;2;195;1;"other";"no"
"19455";34;"management";"single";"secondary";"no";291;"no";"no";7;91;2;-1;0;"unknown";"no"
"32448";66;"retired";"married";"tertiary";"no";525;"no";"no";16;287;1;-1;0;"unknown";"no"
"8149";59;"admin.";"single";"secondary";"no";3304;"yes";"no";2;250;2;-1;0;"unknown";"no"
"18996";60;"self-employed";"married";"secondary";"no";546;"no";"no";4;428;2;-1;0;"unknown";"no"
"34013";23;"management";"single";"tertiary";"no";736;"yes";"no";30;119;1;-1;0;"unknown";"no"
"41800";38;"technician";"married";"tertiary";"no";127;"yes";"no";14;113;1;50;2;"success";"no"
"36158";55;"services";"married";"secondary";"no";761;"yes";"no";11;28;1;-1;0;"unknown";"no"
"5975";40;"blue-collar";"married";"secondary";"no";5880;"yes";"no";26;125;6;-1;0;"unknown";"no"
"31784";39;"admin.";"married";"secondary";"no";217;"yes";"no";8;284;1;308;4;"failure";"no"
"6359";26;"services";"single";"primary";"no";633;"yes";"no";27;326;2;-1;0;"unknown";"no"
"36441";44;"blue-collar";"married";"primary";"no";953;"yes";"no";11;772;2;357;1;"failure";"no"
"25690";32;"technician";"married";"secondary";"no";524;"no";"no";19;100;1;106;1;"failure";"no"
"13163";33;"blue-collar";"married";"tertiary";"no";870;"no";"yes";8;545;3;-1;0;"unknown";"no"
"8458";38;"services";"married";"secondary";"no";823;"yes";"no";3;132;5;-1;0;"unknown";"no"
"32078";43;"blue-collar";"married";"primary";"no";2273;"yes";"no";14;424;2;147;3;"failure";"no"
"42925";65;"retired";"married";"primary";"no";343;"no";"no";5;159;2;-1;0;"unknown";"no"
"29481";29;"technician";"single";"tertiary";"no";323;"no";"no";3;118;1;-1;0;"unknown";"no"
"3222";56;"retired";"married";"secondary";"no";1894;"yes";"no";15;189;1;-1;0;"unknown";"no"
"27808";29;"admin.";"single";"secondary";"no";187;"no";"no";28;299;1;-1;0;"unknown";"no"
"40241";60;"blue-collar";"married";"primary";"no";29184;"no";"no";15;94;2;-1;0;"unknown";"no"
"35745";38;"admin.";"single";"secondary";"no";859;"yes";"yes";8;52;1;302;4;"failure";"no"
"35490";28;"technician";"single";"secondary";"no";417;"yes";"yes";7;188;2;366;2;"other";"no"
